   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320   7.320 
    7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420   7.420 
    7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520   7.520 
    7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620   7.620 
    7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720   7.720 
    7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820   7.820 
    7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920   7.920 
    8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020   8.020 
    8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120   8.120 
    8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220   8.220 
    8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320   8.320 
    8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420   8.420 
    8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520   8.520 
    8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620   8.620 
    8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720   8.720 
    8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820   8.820 
    8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920   8.920 
    9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020   9.020 
    9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120   9.120 
    9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220   9.220 
    9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320   9.320 
    9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420   9.420 
    9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520   9.520 
    9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620   9.620 
    9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720   9.720 
    9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820   9.820 
    9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920   9.920 
   10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020  10.020 
   10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120  10.120 
   10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220  10.220 
   10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320  10.320 
   10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420  10.420 
   10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520  10.520 
   10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620  10.620 
